﻿# EmojBuffModScanner catalog
# Mod: FargowiltasSouls
# Scanned: 2026-05-20T08:27:33.3166647Z
# Source: C:\Users\14451\Documents\My Games\Terraria\tModLoader\ModSources\EvenMoreOverpoweredJourney\Data\BuffModSupport\decompiled_cache\FargowiltasSouls\decompiled_cs
StableKey	ClassName	File	SuggestedPhase	Confidence	StatSignals	VisualSignals	EntitySignals	Note
FargowiltasSouls/TribalCharmClickBuff	TribalCharmClickBuff	FargowiltasSouls.Content.Buffs/TribalCharmClickBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/TrojanSquirrelMountBuff	TrojanSquirrelMountBuff	FargowiltasSouls.Content.Buffs.Mounts/TrojanSquirrelMountBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/TrueEyesBuff	TrueEyesBuff	FargowiltasSouls.Content.Buffs.Minions/TrueEyesBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/TwinsEXBuff	TwinsEXBuff	FargowiltasSouls.Content.Buffs.Minions/TwinsEXBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/TwinsInstallBuff	TwinsInstallBuff	FargowiltasSouls.Content.Buffs/TwinsInstallBuff.cs	Stat	Medium	player\.stat\w+\s*[\+\-\*\/]?=			
FargowiltasSouls/UnluckyBuff	UnluckyBuff	FargowiltasSouls.Content.Buffs.Masomode/UnluckyBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/UnstableBuff	UnstableBuff	FargowiltasSouls.Content.Buffs.Masomode/UnstableBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/VortexBuff	VortexBuff	FargowiltasSouls.Content.Buffs.Souls/VortexBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/VortexCDBuff	VortexCDBuff	FargowiltasSouls.Content.Buffs.Souls/VortexCDBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
FargowiltasSouls/WitheredBuff	WitheredBuff	FargowiltasSouls.Content.Buffs.Souls/WitheredBuff.cs	Unknown	Low				未检测到常见 stat/visual 模式
